"number","title","pageid","namespace","length","touched"
"2995","Staatsräson","791497","","287","20200101135633"
"2996","Staatsraison","791500","","123","20191014043318"
"2997","Zähre","791512","","924","20191103171649"
"2998","Verlängerung","791546","","719","20191015005713"
"2999","Unschärferelation","791550","","341","20170526160119"
"3000","Intrige","791938","","302","20191015005718"
"3001","Zarin","792590","","186","20200328111121"
"3002","Gänsehaut","792709","","603","20200301092630"
"3003","Trauerweide","793028","","386","20191015005744"
"3004","Quantenphysik","793029","","323","20191015005745"
"3005","Quantenmechanik","793031","","450","20191127052310"
"3006","Klagemauer","793043","","264","20191231125815"
"3007","Gesellschaft_mit_beschränkter_Haftung","793047","","332","20170526160218"
"3008","Begierde","793054","","229","20191015005751"
"3009","Floristin","793090","","264","20170807204356"
"3010","Floristik","793091","","240","20191015005754"
"3011","Metamorphose","793097","","245","20191015005756"
"3012","Netzwerkkarte","793105","","307","20191015005758"
"3013","Raumfahrt","793112","","456","20191015005800"
"3014","Miesmuschel","793115","","388","20191015005801"
"3015","Gewerkschaft","793131","","311","20191015005804"
"3016","Brisanz","794181","","360","20191005050259"
"3017","Hintertür","794349","","292","20191006065345"
"3018","Webseite","794366","","307","20200403104327"
"3019","Gleitkommazahl","794537","","356","20191015005825"
"3020","Festkommazahl","795525","","221","20191015005836"
"3021","Durchsichtigkeit","798351","","564","20200416163831"
"3022","Geschwindigkeitsbegrenzung","798397","","711","20191006065519"
"3023","Spagetti","798412","","130","20191014043342"
"3024","Klassifikation","798466","","267","20191015005914"
"3025","Stabilität","798471","","519","20200101135851"
"3026","Instabilität","798472","","557","20191101194726"
"3027","Entschiedenheit","798490","","96","20170526160558"
"3028","Buchmesse","798555","","403","20191015005923"
"3029","Tierquälerei","798750","","347","20191005050409"
"3030","Grimasse","798869","","1363","20191005050412"
"3031","Nekrophilie","798871","","177","20170526160616"
"3032","Einkerbung","798900","","571","20191028064107"
"3033","Glaubwürdigkeit","799133","","671","20191001085530"
"3034","Marotte","799149","","590","20191005050417"
"3035","Karambolage","799150","","575","20191005050418"
"3036","Moräne","799151","","519","20191109132854"
"3037","Polonäse","799154","","188","20171112185156"
"3038","Dränage","799728","","300","20191005050431"
"3039","Drainage","799730","","191","20191005050432"
"3040","Gummizelle","800206","","416","20191015005951"
"3041","Terrine","800579","","342","20191015005956"
"3042","Oper","800584","","1441","20200404002756"
"3043","Ambivalenz","800585","","220","20191015005957"
"3044","Schlammlawine","801065","","179","20170526160749"
"3045","Petitesse","802186","","236","20191015010018"
"3046","Bagatelle","802187","","259","20191015010019"
"3047","Kaufmann","803298","","1509","20191012111555"
"3048","Bohème","803330","","252","20191015010033"
"3049","Tanja","803331","","1718","20200129112056"
"3050","Abholzung","803382","","479","20200605104428"
"3051","Anarchistin","803402","","270","20200306032742"
"3052","Gerüchteküche","807467","","510","20191210141951"
"3053","Affäre","807594","","615","20191105153008"
"3054","Anästhesie","807854","","236","20191015010201"
"3055","Adelgunde","809063","","188","20191009093452"
"3056","Adolfine","809065","","101","20191009093453"
"3057","Boshaftigkeit","809250","","200","20170526161354"
"3058","Parade","809874","","285","20191231234944"
"3059","Rektorin","810322","","283","20170526161503"
"3060","Direktorin","810325","","399","20191015010337"
"3061","Schaumkrone","810334","","425","20191015010339"
"3062","Aufhebung","810703","","248","20191015010402"
"3063","Leiterin","810808","","744","20191118071454"
"3064","Abduktion","810819","","284","20191015010419"
"3065","Sprungfeder","810882","","424","20200504122822"
"3066","Apfelsine","810919","","777","20191006065956"
"3067","Gießkanne","810972","","529","20191015010439"
"3068","Arznei","811137","","707","20191125010643"
"3069","Zenturie","811234","","242","20180121165006"
"3070","Spielfigur","811256","","290","20191015010505"
"3071","Gewalttätigkeit","812286","","646","20191231112816"
"3072","Albanierin","812353","","249","20200306023721"
"3073","Fabrik","813142","","1073","20191001085613"
"3074","Anlage","813145","","2357","20200621115922"
"3075","Primzahl","813265","","324","20191015010713"
"3076","Tunte","813314","","526","20191026155312"
"3077","Periode","813508","","341","20191015010739"
"3078","Ära","813519","","184","20191015010741"
"3079","Tschechin","813809","","428","20200203183342"
"3080","Magistra","813831","","592","20191015023703"
"3081","Wichsvorlage","813934","","302","20200101225748"
"3082","Kakerlake","814087","","555","20200220181921"
"3083","Erkältung","814482","","245","20191015010921"
"3084","Redensart","814525","","933","20191015010925"
"3085","Waldung","814605","","249","20200125235359"
"3086","Tiefsee","814633","","171","20191015010940"
"3087","Konservenbüchse","814832","","473","20191001085633"
"3088","Blechbüchse","814834","","596","20191001085635"
"3089","Konservendose","814837","","608","20191104172909"
"3090","Baskin","815324","","272","20170526161853"
"3091","Streitaxt","815398","","254","20191015011022"
"3092","Daune","815515","","630","20191015011039"
"3093","Handfläche","815546","","690","20191111225737"
"3094","Kenntnis","815587","","546","20191227101935"
"3095","Führung","815974","","716","20190928171150"
"3096","Kurve","815991","","640","20191220181535"
"3097","Linguistik","816088","","1300","20200507004701"
"3098","Sprachwissenschaft","816090","","623","20200128185635"
"3099","Rückseite","816187","","399","20191006070619"
"3100","Nachtruhe","816330","","380","20191026135009"
"3101","Pottasche","820068","","149","20191015011445"
"3102","Enzyklopädie","820674","","419","20191005051254"
"3103","Lizenz","821416","","420","20191015011505"
"3104","Grammatik","822416","","720","20191001111404"
"3105","Jugendliche","823778","","530","20191006071731"
"3106","Blasphemie","823972","","489","20200502070404"
"3107","Garantie","823976","","519","20200527000643"
"3108","Schallwelle","824005","","352","20200608182423"
"3109","Brennstoffzelle","824282","","329","20191015011718"
"3110","Präposition","824741","","886","20191018174448"
"3111","Landmine","825057","","278","20191231162334"
"3112","Injektion","825376","","363","20171112164417"
"3113","Barbarei","825412","","291","20191005051501"
"3114","Laute","827125","","421","20191015013037"
"3115","Vulkanologie","827657","","271","20200101210339"
"3116","Präsentation","828478","","624","20191019103620"
"3117","Konditorei","828480","","435","20191005051540"
"3118","Töpferware","828925","","262","20200401141840"
"3119","Töpferei","828926","","232","20200401141758"
"3120","Töpferscheibe","828928","","198","20200401141826"
"3121","Frühzeit","828933","","163","20191015012001"
"3122","Flüssigkeit","828938","","269","20191015012003"
"3123","Liquidität","828943","","505","20191102083451"
"3124","Migräne","831661","","313","20191021014417"
"3125","Großfrüchtige_Moosbeere","832669","","390","20190521011139"
"3126","Bohrmaschine","832671","","573","20191125133855"
"3127","Volksherrschaft","832682","","633","20190920094145"
"3128","Zufahrt","833486","","278","20191125151914"
"3129","Labe","833494","","1055","20200422050906"
"3130","Volkshochschule","833532","","286","20200101204436"
"3131","Quitte","833854","","629","20200613153359"
"3132","Limette","833855","","481","20191015012244"
"3133","Mirabelle","833856","","387","20190521012503"
"3134","Petrischale","834365","","528","20200708180409"
"3135","Septuaginta","834470","","1697","20200226150429"
"3136","Sentimentalität","834818","","611","20191101194950"
"3137","Mondfinsternis","836630","","429","20191015012327"
"3138","Sonnenfinsternis","836631","","468","20191015012328"
"3139","Australierin","836646","","232","20191015012329"
"3140","Chinesin","836648","","304","20191015012330"
"3141","Brasilianerin","836798","","554","20200405013915"
"3142","Portugiesin","836802","","290","20200203184040"
"3143","Spanierin","836804","","328","20200203182712"
"3144","Azubi","836855","","560","20191019145033"
"3145","Antilope","838066","","984","20200629204813"
"3146","Hommage","838634","","314","20191015012410"
"3147","Rasur","840165","","533","20191005051907"
"3148","Tautologie","842691","","335","20191015012523"
"3149","Obduktion","842693","","242","20191015012524"
"3150","Autopsie","842695","","332","20191015012525"
"3151","Dahlie","844393","","301","20191015012603"
"3152","Margerite","844395","","277","20191015025921"
"3153","Fuchsie","844396","","316","20191005224808"
"3154","Narzisse","844399","","360","20171112182730"
"3155","Orchidee","844400","","575","20191021210329"
"3156","Chrysantheme","844401","","315","20191015012606"
"3157","Petunie","844406","","494","20200101002010"
"3158","Glockenblume","844410","","530","20200115212709"
"3159","Primel","844416","","292","20190516164944"
"3160","Veganerin","844420","","355","20191015025925"
"3161","Fleischerei","844426","","383","20191005052006"
"3162","Sirene","844551","","1846","20200609123220"
"3163","Vorhaut","844574","","496","20191015025933"
"3164","Arabeske","844984","","327","20191015012645"
"3165","Boje","845307","","823","20191009093729"
"3166","Auszubildende","845793","","422","20191015012730"
"3167","Wählscheibe","845820","","610","20200618114332"
"3168","Hängebrücke","845879","","199","20191015012742"
"3169","Zeche","845880","","1134","20200216110644"
"3170","Leukämie","845904","","411","20200514175812"
"3171","Zeile","846331","","900","20200519010401"
"3172","Kurzschrift","846563","","305","20191005224818"
"3173","Maultrommel","846580","","433","20200403132613"
"3174","Schwierigkeit","846919","","327","20191015012820"
"3175","Komplexität","846921","","493","20191101194641"
"3176","Vielfalt","846922","","380","20191015012821"
"3177","Kompliziertheit","846926","","137","20170526164035"
"3178","Antenne","846950","","307","20191015012824"
"3179","Busse","847710","","698","20200302202810"
"3180","Mandelbaum","848109","","509","20200404074430"
"3181","Verführung","848273","","302","20170526164125"
"3182","Engländerin","848628","","596","20200203181338"
"3183","Anzahl","848794","","285","20191015013000"
"3184","Kinderlähmung","848854","","646","20191020141913"
"3185","Lähmung","848856","","611","20191020142042"
"3186","Radioaktivität","849009","","530","20191101165356"
"3187","Laktose","849010","","498","20180810200424"
"3188","Asiatin","849131","","282","20191015013045"
"3189","Slowenin","849397","","499","20200101105956"
"3190","Italienerin","849490","","233","20200203182611"
"3191","Klaviatur","849534","","401","20191005052220"
"3192","Ungarin","849574","","324","20200203183714"
"3193","Studentin","849730","","559","20200419085532"
"3194","Lepra","849773","","188","20191015013142"
"3195","Aktion","849810","","422","20200625135531"
"3196","Vitrine","849835","","365","20191005052231"
"3197","Zimmerpflanze","850018","","299","20191015013210"
"3198","Topfpflanze","850020","","420","20200101175600"
"3199","Kutte","850102","","614","20191001085906"
"3200","Kettensäge","850207","","638","20191103164111"
"3201","Rumänin","850543","","457","20191109123306"
"3202","Bulgarin","850573","","332","20191119195455"
"3203","Republik","850624","","1478","20191001111452"
"3204","Bluse","850667","","2876","20190928171506"
"3205","Attitüde","850668","","264","20191015013321"
"3206","Meuterei","851026","","309","20191005052308"
"3207","Nachbarschaft","852239","","1105","20200521075130"
"3208","Bandage","852355","","368","20191005052322"
"3209","Broschüre","852423","","352","20190510155237"
"3210","Maniküre","852488","","265","20191015030545"
"3211","Pediküre","852489","","297","20200708164158"
"3212","Ästhetik","852549","","814","20191130200216"
"3213","Phonetik","852664","","561","20191125141655"
"3214","Rezession","852759","","259","20200507022044"
"3215","Stromschnelle","852764","","244","20170526164450"
"3216","Geduld","852944","","992","20200228065706"
"3217","Gottheit","853173","","466","20191015013554"
"3218","Grafschaft","853217","","377","20191015013605"
"3219","Haltestelle","853246","","518","20191015013610"
"3220","Amerikanerin","853343","","618","20191015013623"
"3221","Nationalhymne","853494","","340","20191015013636"
"3222","Griechin","854139","","301","20191015013700"
"3223","Haftstrafe","854202","","259","20191015013718"
"3224","Freiheitsstrafe","854204","","264","20191015013720"
"3225","Gefängnisstrafe","854206","","265","20191015013722"
"3226","Begnadigung","854222","","194","20191015013725"
"3227","Empörung","854229","","307","20191015013728"
"3228","Entrüstung","854234","","253","20191015013730"
"3229","Entgleisung","854284","","398","20191206190250"
"3230","Argumentation","854423","","297","20191015013757"
"3231","Hydrokultur","854463","","129","20170526164558"
"3232","Schose","854465","","324","20200219090918"
"3233","Delikatesse","854470","","354","20191015013800"
"3234","Garderobe","854478","","916","20191227001043"
"3235","Kusine","854480","","160","20191014043715"
"3236","Konfitüre","854486","","506","20200213230656"
"3237","Baguette","854491","","374","20191015013806"
"3238","Manschette","854494","","318","20191231185411"
"3239","Weinrebe","854541","","477","20191001085941"
"3240","Analogie","854850","","963","20191005052459"
"3241","Kroatin","855016","","216","20191015013911"
"3242","Netzhaut","855087","","251","20191015013923"
"3243","Augenweide","855096","","1043","20190928171529"
"3244","Serie","855177","","409","20200323194417"
"3245","Buchstütze","855326","","185","20191015013956"
"3246","Geographie","855378","","326","20191014043721"
"3247","Pünktlichkeit","855437","","228","20191015014009"
"3248","Pupille","855439","","396","20191015014010"
"3249","Führungsriege","855634","","355","20200128191313"
"3250","Spionage","855865","","289","20191005052537"
"3251","Schneekette","856115","","266","20191015014129"
"3252","Bescherung","856159","","490","20191028185912"
"3253","Wunschliste","856211","","373","20191114080205"
"3254","Akne","856212","","211","20191015014146"
"3255","Weihnachtsgans","856224","","567","20191026115151"
"3256","Orgie","856233","","293","20200706192126"
"3257","Christmette","856256","","256","20191015014156"
"3258","Währung","856259","","876","20191104161547"
"3259","Überzeugung","856402","","665","20191015014213"
"3260","Verurteilung","856408","","339","20200125215722"
"3261","Fehlfunktion","856421","","200","20190920095015"
"3262","Auferstehung","856527","","378","20191015014227"
"3263","Arachnophobie","856528","","473","20191015014228"
"3264","Wahlfälschung","856534","","208","20170526164722"
"3265","Klausel","856889","","352","20191015031045"
"3266","Blindheit","857162","","551","20191026140016"
"3267","Kreatur","857217","","252","20191005052612"
"3268","Amphibie","858133","","1163","20191001035035"
"3269","E-Mail","858279","","902","20200402124246"
"3270","Eigenschaft","858661","","1526","20200609194221"
"3271","Mannschaft","859003","","1835","20200520221452"
"3272","Gründung","859269","","579","20191015014520"
"3273","Nähmaschine","859353","","580","20191018172349"
"3274","Sonnenblume","860997","","306","20170526165002"
"3275","Synekdoche","861019","","476","20191015014614"
"3276","Nachricht","861081","","728","20191015014620"
"3277","Mitteilung","861083","","462","20191015014621"
"3278","Grausamkeit","861138","","232","20191015014624"
"3279","Angeberei","861224","","186","20191005052707"
"3280","Konkurrenz","861229","","797","20191225214951"
"3281","Flutwelle","861631","","953","20200608182327"
"3282","Mengenlehre","861654","","419","20191015014656"
"3283","Geometrie","861659","","266","20191015014658"
"3284","Mythologie","861682","","1025","20191015014700"
"3285","Geste","862388","","321","20191015014730"
"3286","Chemikerin","862862","","458","20191015014801"
"3287","Finne","863188","","1698","20200415014631"
"3288","Finnin","863189","","456","20200606113845"
"3289","Larve","863293","","3465","20200308011955"
"3290","Sonderschule","863366","","385","20200101112813"
"3291","Sonderbehandlung","863372","","494","20200506095326"
"3292","Russische_Föderation","863380","","396","20191015014836"
"3293","Buchung","863671","","365","20191015014847"
"3294","Sondereinheit","863698","","149","20170526165140"
"3295","Sonderbriefmarke","863701","","254","20200101112209"
"3296","Sonderausstattung","863708","","145","20170526165141"
"3297","Postkarte","863761","","705","20200504122842"
"3298","Ansichtskarte","863765","","617","20200504122852"
"3299","Polygamie","863777","","338","20200709190230"
"3300","Sternwarte","863785","","336","20191015014856"
"3301","Nachteule","863975","","305","20191015014904"
"3302","Reliquie","863985","","339","20200101043134"
"3303","Polemik","864001","","197","20191015014905"
"3304","Nukleinsäure","864117","","235","20200706165205"
"3305","Bequemlichkeit","864335","","429","20191015014922"
"3306","Alkoholkranke","864356","","340","20170725010431"
"3307","Alkoholvergiftung","864372","","314","20191015014928"
"3308","Grafikkarte","864381","","223","20191015014931"
"3309","Kombination","864390","","217","20191015014936"
"3310","Vaterfigur","864586","","168","20191015014939"
"3311","Vorlesung","864587","","847","20200104111838"
"3312","Unterwäsche","864603","","334","20191015014947"
"3313","Kausalität","864617","","533","20191101194652"
"3314","Alge","865684","","317","20200228051355"
"3315","Anonymisierung","865802","","170","20170526165257"
"3316","Skalierbarkeit","865804","","122","20170526165258"
"3317","Verletzte","865868","","399","20191015015018"
"3318","Drachme","865904","","343","20191015015022"
"3319","Karawane","865931","","300","20191227000914"
"3320","Allergie","865942","","456","20191005052836"
"3321","Abwechslung","865955","","366","20191015015029"
"3322","Chemikalie","865960","","497","20191006074601"
"3323","Kreuzung","866125","","500","20200119104243"
"3324","Murmel","866127","","1273","20200528172918"
"3325","Fakultät","866130","","731","20191027182929"
"3326","Studiengebühr","866137","","332","20191015015049"
"3327","Völlerei","866144","","167","20191005052843"
"3328","Desinfizierung","866336","","264","20190713091252"
"3329","Diskokugel","866337","","109","20190920100917"
"3330","Spiegelkugel","866338","","194","20191015015053"
"3331","Bö","866343","","747","20200624151259"
"3332","Vorhersage","866345","","691","20191026135056"
"3333","Wettervorhersage","866346","","661","20191026124126"
"3334","Sichtbarkeit","866356","","390","20191015015058"
"3335","Sichtweite","866361","","249","20200101103336"
"3336","Belästigung","866370","","273","20200621091700"
"3337","Branche","866475","","984","20191015015102"
"3338","Brosche","866494","","295","20191015015103"
"3339","Kampagne","866506","","395","20191015031613"
"3340","Chaussee","866532","","320","20191015015105"
"3341","Allüre","866551","","382","20191015015108"
"3342","Anekdote","867161","","535","20191015015114"
"3343","Annonce","867167","","458","20191015015115"
"3344","Attacke","867222","","276","20191015015119"
"3345","Avantgarde","867275","","374","20191015015121"
"3346","Avance","867296","","273","20190920101055"
"3347","Wartezeit","867443","","238","20190719193340"
"3348","Orgel","867519","","824","20200528235328"
"3349","Seriosität","868082","","557","20191101195339"
"3350","Ballade","868312","","257","20191005052914"
"3351","Maisonettenwohnung","868335","","361","20170727223604"
"3352","Eigt.-Whg.","868396","","134","20191003031402"
"3353","Eigentumswohnung","868424","","311","20191015015157"
"3354","Eigent.-Whg.","868430","","134","20191003031404"
"3355","Neubauwohnung","868437","","190","20191015015158"
"3356","Zweitwohnung","868441","","470","20191015015159"
"3357","Kleinwohnung","868445","","116","20170526165443"
"3358","Altbauwohnung","868451","","304","20191015015202"
"3359","Kaution","868530","","458","20200428151216"
"3360","Einbauküche","868533","","187","20190318164439"
"3361","Dachterrasse","868538","","173","20191015015212"
"3362","Zentralheizung","868541","","215","20190318164441"
"3363","Tiefgarage","868545","","139","20170528032039"
"3364","Ablöse","868558","","456","20191015015216"
"3365","Doppelhaushälfte","868561","","201","20191015015217"
"3366","Kaltmiete","868573","","281","20200705151834"
"3367","Warmmiete","868575","","231","20190920101311"
"3368","Ziegelbauweise","868621","","94","20130103001650"
"3369","Fußbodenheizung","868625","","207","20191015015219"
"3370","Galerie","868628","","365","20191005052917"
"3371","Parzelle","868649","","342","20191015015222"
"3372","Mansarde","868684","","458","20191015015223"
"3373","Monatsmiete","868716","","111","20170526165456"
"3374","Renovierung","868751","","412","20191015015229"
"3375","Nutzfläche","868772","","195","20181003200713"
"3376","Verhandlungsbasis","868871","","219","20190620092738"
"3377","Vereinbarung","868882","","350","20200412233248"
"3378","Verhandlungssache","868886","","130","20170526165504"
"3379","Wohnküche","868914","","270","20200128191750"
"3380","Wohneinheit","868921","","288","20200128191721"
"3381","WG","869041","","278","20200125232138"
"3382","Wohngemeinschaft","869044","","256","20191015015234"
"3383","Verzögerung","869319","","194","20200125220615"
"3384","Zeitdilatation","870668","","261","20200102002521"
"3385","Singularität","870676","","580","20191101195008"
"3386","Geodäte","870680","","112","20151022180554"
"3387","Quantentheorie","870709","","304","20191015015336"
"3388","Interferenz","870713","","238","20191028185032"
"3389","Wellenfunktion","870714","","157","20170526165604"
"3390","Fahrkarte","870715","","775","20200314155951"
"3391","Dekohärenz","870724","","113","20151022180631"
"3392","Diskordierin","870733","","192","20190920101607"
"3393","Aerodynamik","870738","","433","20191105152035"
"3394","Tendenz","870903","","377","20191015015347"
"3395","Bombardierung","870924","","321","20191015015352"
"3396","Verwandte","871644","","698","20200101202341"
"3397","Kreditkarte","872311","","275","20191015015420"
"3398","Feuerameise","872371","","200","20170526165641"
"3399","Rote_Waldameise","872453","","154","20170526165644"
"3400","Honigtopfameise","872457","","504","20191112175552"
"3401","Amazonenameise","872462","","229","20170526165644"
"3402","Poesie","872501","","461","20200131160044"
"3403","Disziplin","872534","","397","20191015015434"
"3404","Chicorée","872536","","965","20200706062032"
"3405","Pointe","872543","","519","20191015015437"
"3406","Vinaigrette","872546","","325","20191015015438"
"3407","Crème_de_la_Crème","872581","","204","20171112145308"
"3408","Crème_fraîche","872584","","354","20191015015443"
"3409","Dienstleistung","872594","","410","20191216163320"
"3410","Marinade","872596","","350","20191005053001"
"3411","Materie","872961","","333","20191015015455"
"3412","Materialisation","873006","","268","20190920102016"
"3413","Ozeanbodenspreizung","873247","","106","20151022181233"
"3414","Leuchtdiode","873556","","248","20191015015504"
"3415","Sicherheitslücke","873558","","467","20191006074945"
"3416","Bannmeile","873739","","456","20191015015507"
"3417","Malaria","873824","","679","20200317235647"
"3418","Zuckercouleur","873826","","216","20190920102108"
"3419","Zuckerkulör","873827","","87","20191014043817"
"3420","Vorwahl","873839","","382","20200101210123"
"3421","Telefonvorwahl","873841","","319","20191015015519"
"3422","Vorwahlnummer","873842","","263","20190920102114"
"3423","Wirklichkeit","873898","","1169","20200206152838"
"3424","Realität","873901","","860","20191020151029"
"3425","Homophobie","874208","","341","20191015015531"
"3426","Stichsäge","874210","","290","20191015015531"
"3427","Legebatterie","874237","","246","20170526165742"
"3428","Taxe","874264","","294","20191010063257"
"3429","Sommerzeit","874269","","621","20191015015540"
"3430","Winterzeit","874272","","745","20191026120227"
"3431","Montur","874305","","206","20191021014809"
"3432","Demontage","874466","","204","20180604030954"
"3433","Depesche","874473","","461","20191005053020"
"3434","Desillusion","874498","","377","20191005224925"
"3435","Molke","874572","","626","20191231202700"
"3436","Molkerei","874575","","270","20191005053024"
"3437","Pille","874611","","912","20200611180210"
"3438","Imprägnierung","874619","","420","20191215172025"
"3439","Tribüne","874633","","416","20191015015615"
"3440","Kriegsführung","874642","","297","20191010063302"
"3441","Kriegführung","874643","","228","20170526165758"
"3442","Inkunabel","874648","","690","20200517172649"
"3443","Pflichtlektüre","875541","","233","20191015015724"
"3444","Lektüre","875543","","416","20191015015725"
"3445","Himmelfahrt","875548","","571","20191015015726"
"3446","Christi_Himmelfahrt","875553","","307","20191015015727"
"3447","Steinigung","875712","","585","20200401132344"
"3448","Kulanz","875948","","466","20191005053046"
"3449","Kolonne","876084","","426","20200423182539"
"3450","Arteriosklerose","876101","","277","20191015015743"
"3451","Absolution","876120","","231","20191015015744"
"3452","Gouvernante","876127","","346","20191015015746"
"3453","Kulisse","876141","","636","20191113013719"
"3454","Prüderie","876332","","312","20200709204601"
"3455","Schneekanone","876375","","417","20191026163713"
"3456","Vorhut","877061","","396","20191018162513"
"3457","Komponente","877375","","356","20191015015807"
"3458","Komposition","877381","","1216","20191006075241"
"3459","Remoulade","877386","","433","20191005053118"
"3460","Romanze","877415","","266","20191005053119"
"3461","Absurdität","878756","","530","20191101192057"
"3462","Ölpalme","878893","","122","20170526170115"
"3463","Fritteuse","878896","","439","20191015015828"
"3464","Friteuse","878897","","374","20191003044808"
"3465","Voraussetzung","879940","","544","20191015015852"
"3466","Annahme","879942","","648","20191228004754"
"3467","Rhetorik","880804","","466","20200101051352"
"3468","Parapsychologie","881100","","243","20200708153236"
"3469","Ufologie","881101","","157","20170526170242"
"3470","Animosität","881119","","464","20191101193814"
"3471","Ordnungsliebe","881122","","309","20200620165722"
"3472","Theologie","881124","","679","20191006075445"
"3473","Separation","881491","","160","20170526170244"
"3474","Daktyloskopie","881492","","217","20191015015924"
"3475","Zeiger","881512","","809","20200628121039"
"3476","Mandarinente","881521","","195","20170526170245"
"3477","Rollrate","882989","","104","20160912024725"
"3478","Extraktion","883003","","186","20191015020010"
"3479","Oriflamme","883011","","203","20200706192238"
"3480","Gaskammer","883018","","309","20191015020013"
"3481","Moldau","883055","","730","20191015032330"
"3482","Kasserolle","883244","","311","20191015032344"
"3483","Russin","883291","","637","20191128095023"
"3484","Slowakin","883314","","451","20200203183943"
"3485","Makkaroni","883413","","243","20191231184722"
"3486","Britisch_Kurzhaar","883775","","119","20151022183528"
"3487","Spitzhacke","884037","","240","20200101124608"
"3488","Dänin","884116","","560","20200606112350"
"3489","Zahnpasta","884172","","664","20191031155017"
"3490","Wurzelkanalbehandlung","884239","","228","20170526170439"
"3491","Zahnfüllung","884283","","160","20190920104756"
"3492","Füllung","884285","","321","20191015020122"
"3493","Zahnarzthelferin","884288","","318","20190920104758"
"3494","Zahnarztpraxis","884304","","168","20170526170443"
"3495","Krake","884306","","1587","20191015020125"
"3496","Kaskade","884355","","1423","20200509135558"
"3497","Kavallerie","884362","","448","20191015020129"
"3498","Koketterie","884464","","306","20191015020140"
"3499","Mutante","884515","","255","20190513055021"
"3500","Stammzelle","884638","","210","20200401131548"
"3501","Bagage","884738","","393","20191005053311"
"3502","Livree","884864","","424","20191005053314"
"3503","Matinée","884878","","134","20191014043842"
"3504","Brigade","884941","","627","20191005053316"
"3505","Stimmgabel","885068","","251","20191015020220"
"3506","Misere","885086","","270","20191021014154"
"3507","Filiale","885088","","410","20191015020225"
"3508","Sozialhilfe","885127","","223","20191015020234"
"3509","Schublade","885208","","665","20191015020248"
"3510","Hauptstraße","885704","","577","20191202165416"
"3511","Devise","885708","","350","20191015020312"
"3512","Ursache","886552","","556","20191012111703"
"3513","Tatsache","886581","","526","20191015020341"
"3514","Rutenhirse","886653","","115","20200517001602"
"3515","Ägypterin","886688","","300","20191015020401"
"3516","Pianistin","886696","","183","20191015020403"
"3517","Ägyptologie","886697","","178","20191015020404"
"3518","Drehmaschine","886710","","427","20191015020406"
"3519","Kirmes","886756","","899","20191015032603"
"3520","Gaunersprache","886782","","848","20191001151026"
"3521","Plünderung","886822","","252","20191015020418"
"3522","Kakophonie","886901","","217","20191015020431"
"3523","Schöpfkelle","886949","","539","20191015020438"
"3524","Ableitung","887930","","485","20200605104622"
"3525","Menschheit","888669","","306","20191015020540"
"3526","Menschlichkeit","888672","","402","20191015032653"
"3527","Diskrepanz","888846","","359","20191005053455"
"3528","Keulung","888979","","185","20190920105724"
"3529","Prophezeiung","889038","","497","20200401103719"
"3530","Regie","889107","","1051","20200130190234"
"3531","Verzweiflung","889189","","515","20200125220549"
"3532","Orthodoxie","889194","","178","20190920105742"
"3533","Essigsäure","889238","","535","20191112180732"
"3534","Buttersäure","889242","","289","20191218162516"
"3535","Brennweite","889266","","411","20191015020633"
"3536","Serenade","889496","","525","20191005053516"
"3537","Mehrwertsteuer","889515","","486","20191207123225"
"3538","Maskerade","890037","","226","20191005053520"
"3539","Verschleppung","890408","","281","20191017124844"
"3540","Hyperinflation","890505","","213","20191015020654"
"3541","Vivisektion","890685","","190","20191015020657"
"3542","Pinzette","890845","","458","20200101005152"
"3543","Odyssee","890851","","556","20200419123356"
"3544","Geschlechtsumwandlung","890855","","209","20191015020702"
"3545","Kolorierung","890874","","264","20191231133604"
"3546","Größenwahnsinnige","890902","","584","20191109163733"
"3547","Entropie","890973","","1012","20191007213128"
"3548","Schikane","891203","","381","20191015020705"
"3549","Hungersnot","891261","","763","20191026120937"
"3550","Kapsel","891658","","1243","20200116165240"
"3551","Garde","891745","","278","20191015020718"
"3552","Bruchlandung","893596","","232","20191015020725"
"3553","Notlandung","893610","","311","20191015020725"
"3554","Landung","893668","","329","20191015020727"
"3555","Reportage","894501","","898","20191005053655"
"3556","Nominierung","894535","","242","20191015020736"
"3557","Ressource","894541","","830","20191015020737"
"3558","Scharade","894548","","320","20191005053656"
"3559","Bigotterie","895377","","575","20191015020748"
"3560","Revanche","895390","","446","20200606080912"
"3561","Freiheitsstatue","895656","","243","20200108142816"
"3562","Tollwut","895657","","481","20191015020803"
"3563","Revue","896625","","330","20200101050754"
"3564","Schaluppe","896752","","304","20191015020827"
"3565","Tournee","896883","","394","20191005053736"
"3566","Sandburg","896925","","183","20191015020837"
"3567","Nebenwirkung","897006","","283","20190920111934"
"3568","Göttlichkeit","897027","","235","20190920111939"
"3569","Inkompatibilität","897058","","556","20191101165115"
"3570","Kompatibilität","897059","","578","20191101194245"
"3571","Bürde","897081","","731","20191224163754"
"3572","Belastung","897083","","273","20191015020852"
"3573","Diszipliniertheit","897112","","201","20190920111955"
"3574","Kapazität","897118","","514","20191020152053"
"3575","Gladiole","897122","","844","20191015020858"
"3576","Butterblume","897127","","644","20200618124723"
"3577","Pusteblume","897130","","334","20191015020900"
"3578","Hyazinthe","897138","","259","20191015020904"
"3579","Goldrute","897139","","408","20191027173749"
