"number","title","pageid","namespace","length","touched"
"3899","Nachname","953433","","393","20191013020331"
"3900","Gehalt","953468","","498","20200407120354"
"3901","Refrain","954457","","550","20191224015409"
"3902","Satin","954484","","532","20200621092031"
"3903","Meinungsforscher","954489","","352","20191015024134"
"3904","Surrealist","954512","","256","20190920125924"
"3905","Heiligabend","957061","","385","20200519231730"
"3906","Lette","957383","","522","20191005055114"
"3907","Liberianer","958329","","319","20200401055206"
"3908","Sellerie","959273","","1043","20191015024334"
"3909","Buntstift","959385","","650","20191015024338"
"3910","Sager","959386","","815","20191015035505"
"3911","Füllfederhalter","959387","","777","20191125134939"
"3912","Zuhälter","959624","","495","20190930073745"
"3913","Bildhauer","959757","","835","20200302154136"
"3914","Blumenstrauß","961724","","805","20191113105743"
"3915","Kehrwert","962689","","332","20191015035544"
"3916","Eisbär","962860","","1019","20191018160202"
"3917","Sternenstaub","962895","","420","20200611195530"
"3918","Hyperraum","962899","","153","20170616151140"
"3919","Vorrat","962929","","569","20191006083324"
"3920","Bunker","962998","","616","20200414011614"
"3921","Chirurg","963442","","857","20200204110706"
"3922","Börsenkrach","963746","","459","20200213180926"
"3923","Becker","964099","","1856","20200616035133"
"3924","Onanist","964190","","441","20191015024607"
"3925","Staublappen","964746","","429","20191125134255"
"3926","Rekrut","964788","","604","20200101042621"
"3927","Rekrutierer","964794","","166","20190920131046"
"3928","Samthandschuh","964818","","300","20191015024618"
"3929","Fragebogen","965741","","393","20191015024632"
"3930","Oberbegriff","966002","","450","20191105110107"
"3931","Unterbegriff","966006","","374","20191105105755"
"3932","Ödipuskomplex","970389","","232","20190920131424"
"3933","Kammerjäger","970407","","908","20191015024704"
"3934","Westerwald","983948","","272","20191015024848"
"3935","Flugsimulator","983953","","242","20170616151600"
"3936","Wahlkampf","983974","","403","20191015024852"
"3937","Bürokrat","984047","","393","20191021003616"
"3938","Familienstand","984059","","463","20200613091054"
"3939","Rückschlag","984071","","621","20200130124408"
"3940","Zuschauer","984072","","647","20200308212710"
"3941","Kommentator","984075","","208","20190920131854"
"3942","Paradigmenwechsel","984087","","221","20191015024910"
"3943","Römer","984160","","596","20200327194456"
"3944","Anis","984378","","1006","20191005055405"
"3945","Schrumpfschlauch","984480","","222","20160126165017"
"3946","Wirtschaftswissenschaftler","984484","","404","20170526181845"
"3947","Ökonom","984485","","998","20191005055409"
"3948","Besserwisser","985184","","3877","20200301135655"
"3949","Pädagoge","985577","","592","20191005225052"
"3950","Triangel","987772","","648","20191015025125"
"3951","Rächer","987780","","356","20200710104229"
"3952","Kleber","987913","","555","20200202111223"
"3953","Zünder","988054","","314","20191015025137"
"3954","Pseudoskorpion","988066","","231","20170616151628"
"3955","Häretiker","988216","","630","20191001090531"
"3956","Statistiker","988243","","299","20200101141514"
"3957","Schlüsseldienst","988564","","410","20191027182149"
"3958","Schlosser","988565","","610","20191015025153"
"3959","Duschkopf","988568","","311","20191015040152"
"3960","Berater","993065","","591","20191216102532"
"3961","Beirat","993082","","363","20191015025251"
"3962","Dresseur","993337","","303","20191021014301"
"3963","Zander","994738","","442","20200113151829"
"3964","Wortstamm","996383","","334","20191015025413"
"3965","Konformist","996457","","277","20190126224220"
"3966","Nonkonformist","996463","","343","20191014103016"
"3967","Nonkonformismus","996464","","277","20190920132320"
"3968","Lotse","996627","","792","20191015025512"
"3969","Laote","996655","","316","20191015040433"
"3970","Fokus","997390","","346","20191005225055"
"3971","Spaziergang","998174","","1010","20191001090537"
"3972","Eder","999913","","272","20200601162156"
"3973","Koeffizient","999921","","420","20170616151815"
"3974","Nachruf","1000114","","501","20200401075716"
"3975","Mohr","1000320","","2617","20191001111731"
"3976","Faulpelz","1000331","","280","20191015025938"
"3977","Entfroster","1000334","","227","20190920132419"
"3978","Freibrief","1000341","","333","20191015025941"
"3979","Nachfolger","1000345","","388","20191015025942"
"3980","Engpass","1000352","","597","20191015025943"
"3981","Riesenalk","1000445","","429","20191006084028"
"3982","Grufti","1001302","","1454","20200107090055"
"3983","Polacke","1001491","","902","20200119235501"
"3984","Komplize","1001537","","382","20191015030130"
"3985","Mittäter","1001540","","570","20191101194824"
"3986","Importeur","1003537","","584","20200407165325"
"3987","Exporteur","1003539","","409","20191015030245"
"3988","Wetzstein","1005027","","518","20200401122030"
"3989","Facharzt","1008285","","493","20191015030343"
"3990","Spezialist","1008287","","356","20191217180819"
"3991","Fußgänger","1013380","","575","20191015030604"
"3992","Kanton","1013999","","1900","20200327140630"
"3993","Vermittler","1014122","","725","20191118182630"
"3994","Standpunkt","1018014","","563","20191006084418"
"3995","Lobbyismus","1018029","","287","20191015030748"
"3996","Ukrainer","1018112","","903","20191015030802"
"3997","Kardinal","1018121","","374","20191005060040"
"3998","Eisvogel","1018177","","964","20191015030818"
"3999","Bienenzüchter","1018233","","537","20191005225109"
"4000","Strohhalm","1018444","","455","20191006084446"
"4001","Wettkampf","1018534","","1204","20200515113416"
"4002","Impfstoff","1018750","","553","20191026140406"
"4003","Hausschuh","1018801","","505","20191015030854"
"4004","Pantoffel","1018806","","1587","20191001163543"
"4005","Mäusespeck","1019015","","313","20191015041147"
"4006","Dauerlutscher","1019348","","348","20191109164917"
"4007","Lolli","1019351","","312","20191015041159"
"4008","Paparazzo","1019433","","649","20191006084529"
"4009","Ansporn","1020048","","266","20191015030940"
"4010","Einsatz","1020582","","993","20200328095042"
"4011","Feldzug","1020585","","256","20191015030957"
"4012","Zierfisch","1021741","","222","20170616151947"
"4013","Schachgegner","1021942","","179","20170616151947"
"4014","Schutzmann","1021943","","467","20191125143311"
"4015","Mönchsgeier","1021958","","284","20190318170958"
"4016","Zirkon","1022386","","1381","20200316174420"
"4017","Mexikanischer_Wolf","1022492","","276","20170616151949"
"4018","Herkules","1022556","","1564","20200120185951"
"4019","Krokant","1022764","","255","20191005060216"
"4020","Schiller","1022832","","1941","20191012111809"
"4021","Ehegatte","1023182","","376","20191026111832"
"4022","Raab","1023339","","1275","20200616035148"
"4023","Pariser","1024876","","321","20191015031113"
"4024","Dinosaurier","1025528","","580","20191015031138"
"4025","C-Falter","1025571","","170","20170616151959"
"4026","Anissamen","1025590","","160","20170527142442"
"4027","Apfelstrudel","1026056","","515","20200504123032"
"4028","Entwurf","1028780","","1086","20200504123042"
"4029","Redakteur","1029546","","640","20200101030522"
"4030","Albwin","1029570","","486","20191009095224"
"4031","Ersttäter","1029922","","573","20191022135828"
"4032","Osterhase","1029924","","251","20191018180100"
"4033","Ballon","1030192","","1434","20191102191229"
"4034","Reichskanzler","1031516","","1449","20191027160622"
"4035","Wissensstand","1031602","","304","20191015041602"
"4036","Todesfall","1031606","","268","20191015031505"
"4037","Liebestod","1031666","","852","20190516202542"
"4038","Astronom","1034622","","537","20191005060527"
"4039","Robbenjäger","1035293","","349","20191026191220"
"4040","Tagelöhner","1037265","","377","20191015031645"
"4041","Jediismus","1037312","","174","20190314231159"
"4042","Zimtbürzel-Blattspäher","1037322","","305","20200212163746"
"4043","Schmuggler","1037696","","283","20191015031701"
"4044","Schmuggel","1037697","","248","20200401122739"
"4045","Bremer","1039107","","1012","20191012111827"
"4046","Beitritt","1039125","","350","20191015031720"
"4047","Oleander","1039131","","351","20200517000920"
"4048","Trostpreis","1039901","","419","20191015031738"
"4049","Präfekt","1040193","","561","20200101014918"
"4050","Doppeldecker","1040255","","420","20191221162731"
"4051","Späher","1041643","","829","20191105152434"
"4052","Bürzel","1041646","","670","20191015031814"
"4053","Benz","1041653","","600","20191015041910"
"4054","Schneefall","1042160","","460","20191001111750"
"4055","Beifahrer","1042410","","436","20191015031822"
"4056","Beifahrersitz","1042411","","233","20191015031823"
"4057","Flohzirkus","1042417","","233","20170515012255"
"4058","Anhänger","1043580","","767","20200124123610"
"4059","Zusatz","1043583","","411","20200223194615"
"4060","Schraubendreher","1044093","","402","20190722210127"
"4061","Staffellauf","1044575","","385","20191015042111"
"4062","Kordon","1044578","","316","20200401044155"
"4063","Triumphbogen","1044587","","433","20191015042113"
"4064","Buhruf","1044588","","304","20191015031925"
"4065","Handlungsstrang","1044643","","200","20170616152049"
"4066","Trotzkismus","1045048","","502","20200206174728"
"4067","Kollaps","1045551","","304","20191015032023"
"4068","Deodorant","1045838","","483","20191005060757"
"4069","Prediger","1045908","","400","20200423142246"
"4070","Exzess","1045910","","391","20191015032032"
"4071","Rüffel","1046214","","898","20200710105251"
"4072","Exzentriker","1046727","","280","20191015032055"
"4073","Konvoi","1046763","","234","20191231135453"
"4074","Geleitzug","1046764","","273","20191015032057"
"4075","Aprilscherz","1046841","","316","20191015032103"
"4076","Biodiesel","1046842","","222","20191015032103"
"4077","Kubikmeter","1047280","","199","20170616152058"
"4078","Kubikzentimeter","1047281","","205","20170525143006"
"4079","Quadratzentimeter","1047282","","277","20191015032108"
"4080","Milizionär","1047287","","380","20191231195958"
"4081","Gerber","1047823","","677","20200418002502"
"4082","Rekorder","1047859","","511","20200101042451"
"4083","Springbrunnen","1048445","","308","20200617093918"
"4084","Romancier","1049078","","285","20200101055645"
"4085","Schlapphut","1049092","","165","20170525143104"
"4086","Garant","1049226","","364","20191005060852"
"4087","Auktionator","1049689","","265","20191015032255"
"4088","Pragmatiker","1049717","","162","20190920141523"
"4089","Verbrecher","1051528","","870","20191015032342"
"4090","Misskredit","1051775","","122","20170525143242"
"4091","Dissident","1051780","","312","20191015032344"
"4092","Utopismus","1051783","","237","20190920141941"
"4093","Utopist","1051784","","207","20190920141942"
"4094","Blumentopf","1052299","","390","20191015032355"
"4095","Versand","1052310","","360","20191005060927"
"4096","Scheinwerfer","1053530","","438","20191101163343"
"4097","Verschwörer","1053904","","332","20191015042517"
"4098","Abklatsch","1054391","","397","20191006085513"
"4099","Zahltag","1054527","","322","20191006085517"
"4100","Kajak","1055155","","1541","20191216214056"
"4101","Insulaner","1055467","","609","20191001111808"
"4102","Inselbewohner","1055468","","246","20190508211524"
"4103","Katalog","1055564","","736","20191006085548"
"4104","Überfluss","1056024","","375","20191125151942"
"4105","Äquator","1056026","","594","20191015032542"
"4106","Mietwagen","1056463","","320","20200402171700"
"4107","Wehrdienstverweigerer","1057743","","380","20191015032638"
"4108","Kriegsdienstverweigerer","1057744","","447","20191015032639"
"4109","Kadett","1058333","","464","20191228005729"
"4110","Krepp","1058338","","639","20200401045523"
"4111","Fortschritt","1058346","","811","20191213100007"
"4112","Spieler","1058382","","1466","20190930073753"
"4113","Artikel","1058386","","3526","20200130142331"
"4114","Hotelier","1058410","","294","20191015032657"
"4115","Kanonier","1058415","","226","20190516184706"
"4116","Konstrukteur","1058420","","253","20191015032658"
"4117","Digestif","1058439","","310","20191015032701"
"4118","Biskuit","1058460","","480","20191015032705"
"4119","Stipendiat","1058682","","266","20191015032709"
"4120","Provokateur","1058685","","459","20200101014557"
"4121","Wasserwerfer","1059295","","367","20191015032713"
"4122","Befürworter","1059374","","404","20190930073754"
"4123","Illustrator","1059618","","329","20191015032720"
"4124","Raumanzug","1059645","","234","20191015032723"
"4125","Likör","1060434","","387","20191005061138"
"4126","Anhalter","1060572","","522","20190930073755"
"4127","Tramper","1060574","","436","20191125135247"
"4128","Heuhaufen","1061298","","263","20191015032755"
"4129","Flaschenhals","1061311","","428","20200128190625"
"4130","Drahtzieher","1062366","","737","20191015032804"
"4131","Ichlaut","1063550","","409","20191015043003"
"4132","Perfektionist","1065393","","262","20191015032924"
"4133","Vorwurf","1065406","","528","20200121070950"
"4134","Sonnenbrand","1065686","","918","20200205014225"
"4135","Oberkörper","1065690","","298","20200706172854"
"4136","Erpresser","1065700","","429","20191015032948"
"4137","Straftäter","1065708","","491","20191102082922"
"4138","Anlass","1066497","","447","20191015033017"
"4139","Masochist","1067178","","250","20190920144335"
"4140","Förster","1067196","","593","20200228055924"
"4141","Freizeitpark","1067197","","398","20200705134710"
"4142","Ehering","1067198","","389","20191015033033"
"4143","Habenichts","1067617","","330","20191015033041"
"4144","Kondensstreifen","1069031","","488","20191231134239"
"4145","Rosenkranz","1069211","","688","20191015033216"
"4146","Irrgarten","1069313","","670","20170616152317"
"4147","Stadtteil","1069322","","327","20191015033222"
"4148","Anarchosyndikalismus","1070099","","242","20200306032755"
"4149","Schnappschuss","1070248","","445","20200326115303"
"4150","Nagellack","1071502","","311","20191231211842"
"4151","Nagellackentferner","1071504","","548","20191231211902"
"4152","Lidschatten","1071518","","274","20191015033243"
"4153","Aufenthalt","1071520","","1204","20191015033244"
"4154","Grundbesitzer","1071561","","224","20191015033246"
"4155","Abiturient","1072361","","2827","20200605195916"
"4156","Menhir","1072772","","304","20200202221139"
"4157","Hinkelstein","1072773","","276","20191005061359"
"4158","Steinmetz","1072775","","621","20191015033305"
"4159","Vortrag","1072779","","438","20200104111818"
"4160","Quirl","1072783","","1077","20200212144700"
"4161","Schimmer","1072790","","448","20200101074934"
"4162","Dingsbums","1074561","","610","20191015033335"
"4163","Drückeberger","1075580","","310","20191015033341"
"4164","Vertreter","1077193","","447","20191118182755"
"4165","Mittelsmann","1077224","","462","20191014103314"
"4166","Musikant","1077243","","568","20200120174956"
"4167","Straßenmusikant","1077246","","351","20200614074105"
"4168","Grabhügel","1077719","","380","20191015033425"
"4169","Alman","1078943","","2729","20191021010721"
"4170","Nachkomme","1079394","","1261","20191120171407"
"4171","Spezi","1079401","","598","20191015043420"
"4172","Fahrradständer","1080201","","304","20200104133832"
"4173","Kopilot","1080216","","155","20170525144853"
"4174","Anstoß","1080370","","557","20200321102331"
"4175","Grundstein","1080374","","488","20191015033538"
"4176","Bildungsroman","1080523","","857","20200322143220"
"4177","Adamsapfel","1081418","","279","20191015033543"
"4178","Abbau","1081593","","840","20200605101550"
"4179","Abendwind","1081605","","158","20170525144940"
"4180","Abgang","1081633","","792","20191001064401"
"4181","Korkenzieher","1082328","","466","20190722210215"
"4182","Optometrist","1082411","","225","20190920152526"
"4183","Arbeitsvertrag","1082652","","219","20191015033612"
"4184","Kartoffelsalat","1082755","","280","20191015033615"
"4185","Fusselbart","1082774","","184","20170527185926"
"4186","Seher","1082894","","341","20200102195325"
"4187","Glasmacher","1082895","","508","20191015033622"
"4188","Glasbläser","1082897","","695","20191104183634"
"4189","Staudamm","1083744","","507","20200101142257"
"4190","Börsengang","1083748","","384","20191015033632"
"4191","Blutegel","1083838","","299","20191015033642"
"4192","Hanswurst","1083898","","761","20200414134408"
"4193","Marodeur","1083956","","531","20191015033646"
"4194","Leichtsinn","1084255","","330","20191015033657"
"4195","Infinitiv","1084260","","843","20191015033658"
"4196","Weberknecht","1084395","","182","20170525145121"
"4197","Zustand","1084401","","1496","20191001111832"
"4198","Fenchel","1084497","","363","20200526212339"
"4199","Laufsteg","1084513","","170","20170525145124"
"4200","Stellvertreter","1084531","","346","20200401133433"
"4201","Amputierter","1085146","","292","20190509052053"
"4202","Buchweizen","1087008","","352","20191015033802"
"4203","Aorist","1087263","","333","20191015043713"
"4204","Moderator","1087425","","465","20200507184643"
"4205","Karamell","1088848","","602","20200307165503"
"4206","Initiator","1089863","","756","20191015033900"
"4207","Eingeweihter","1089869","","333","20190509051716"
"4208","Schulbus","1089951","","264","20191015033902"
"4209","Busbahnhof","1089953","","320","20191015033903"
"4210","Spielgefährte","1089961","","246","20200101121203"
"4211","Fehlschlag","1090174","","731","20191109160009"
"4212","Reinraum","1090178","","185","20191015033922"
"4213","Schlafentzug","1090186","","245","20191015033925"
"4214","Halbton","1090205","","547","20191015033927"
"4215","Lizenznehmer","1090243","","252","20190920154912"
"4216","Lizenzgeber","1090245","","311","20191231175503"
"4217","Nennwert","1090514","","502","20191207121759"
"4218","Gedankenblitz","1090583","","429","20191015034003"
"4219","Zyniker","1090655","","217","20191015043830"
"4220","Zynismus","1090656","","298","20191015034010"
"4221","Abkömmling","1090679","","307","20191015034015"
"4222","American_Football","1090768","","671","20191015034031"
"4223","Angestellter","1091038","","1181","20191101134024"
"4224","Arbeitgeber","1091040","","674","20191108181557"
"4225","Zöllner","1091043","","475","20191006090601"
"4226","Zollbeamter","1091047","","454","20191027175459"
"4227","Bekannter","1091060","","354","20191015034047"
"4228","Plattfisch","1091349","","409","20191006090626"
"4229","Faktor","1091735","","1328","20191001090827"
"4230","Einschlag","1091832","","390","20191109160027"
"4231","Aufschlag","1091833","","719","20191001090829"
"4232","Kölner","1092104","","403","20191015034151"
"4233","Schwimmer","1092356","","612","20190930073756"
"4234","Peruaner","1092589","","338","20191015034227"
"4235","Abdruck","1092622","","500","20191006090856"
"4236","Schalter","1092851","","990","20200314154700"
"4237","Kiffer","1092860","","478","20191005061818"
"4238","Donnerschlag","1092951","","298","20200125194649"
"4239","Fachmann","1092955","","402","20191015034250"
"4240","Tierpark","1093011","","427","20200128190924"
"4241","Lüfter","1093037","","253","20170525145652"
"4242","Marokkaner","1093088","","579","20191015034302"
"4243","Neuseeländer","1093111","","512","20191015034307"
"4244","Reaktionär","1093180","","432","20191019151858"
"4245","Serienmörder","1093184","","297","20191015034316"
"4246","Ladendiebstahl","1093188","","349","20191231154226"
"4247","Ladendieb","1093189","","416","20191024203625"
"4248","Ökologe","1093437","","409","20191015034319"
"4249","Vermieter","1093458","","404","20191015034324"
"4250","Ägyptologe","1093485","","229","20191015034328"
"4251","Sachse","1093532","","1503","20200605181923"
"4252","Kappes","1093556","","1775","20191216220704"
"4253","Tampon","1094582","","236","20191015034416"
"4254","Geister","1095243","","272","20200229122351"
"4255","Ausgang","1095362","","1222","20200417111024"
"4256","Fallschirmspringer","1095869","","332","20191015034523"
"4257","Empfang","1095941","","586","20191005061923"
"4258","Lügner","1096034","","376","20191015034535"
"4259","Trockner","1096191","","354","20191015034551"
"4260","Wäschetrockner","1096193","","411","20191015034551"
"4261","Ketzer","1096541","","1627","20191001090843"
"4262","Trinkspruch","1096796","","415","20191006091330"
"4263","Scheibenwischer","1097286","","438","20191125143742"
"4264","Reservereifen","1097301","","280","20191015034756"
"4265","Lenker","1097317","","331","20200229002408"
"4266","Gepäckträger","1097329","","301","20191015034801"
"4267","Kettenschutz","1097331","","273","20191018122151"
"4268","Kutscher","1097352","","815","20200303013005"
"4269","Schöpfer","1097399","","534","20191015034814"
"4270","Farbton","1097416","","400","20191005225157"
"4271","Eintrag","1097795","","318","20191015034902"
"4272","Gesang","1097798","","718","20200115133350"
"4273","Häuptling","1097914","","1458","20200613062416"
"4274","Wasserhahn","1098545","","778","20191015034938"
"4275","Afroamerikaner","1098662","","383","20191015034946"
"4276","Saphir","1099186","","356","20191015034953"
"4277","Staatsanwalt","1099417","","1166","20191027175008"
"4278","Wegerich","1099443","","565","20191006091652"
"4279","Radikaler","1099706","","232","20191015035016"
"4280","Gaukler","1099730","","550","20191015035022"
"4281","Wettbewerber","1099748","","118","20170616152741"
"4282","Putschist","1099817","","381","20191015035024"
"4283","Reifenheber","1099859","","155","20170525150100"
"4284","Freilauf","1099871","","185","20191015035033"
"4285","Nippelspanner","1099872","","279","20190920161056"
"4286","Speichenschlüssel","1099873","","284","20190920161057"
"4287","Speichenspanner","1099875","","281","20190920161058"
"4288","Zentrierschlüssel","1099876","","284","20190920161059"
"4289","Bremshebel","1099887","","187","20190520214255"
"4290","Bremsbelag","1099892","","284","20191015035036"
"4291","Bremsschuh","1099897","","753","20200513184040"
"4292","Rückstrahler","1099902","","384","20191006091731"
"4293","Gabelstapler","1099935","","518","20191015035041"
"4294","Gründonnerstag","1099944","","302","20191015035043"
"4295","Gimpel","1099983","","506","20191015035047"
"4296","Dompfaff","1099984","","331","20191015035048"
"4297","Reiter","1100169","","2117","20200515020155"
"4298","Beifuß","1100174","","868","20200526212351"
"4299","Kosmonaut","1100496","","570","20191001090859"
"4300","Appenzeller","1100574","","168","20170525150124"
"4301","Hüttenkäse","1100575","","583","20191018130521"
"4302","Supraleiter","1101080","","294","20191015035151"
"4303","Redner","1101169","","429","20200116092233"
"4304","Denker","1101172","","583","20191009095630"
"4305","Überträger","1101809","","539","20191109140228"
"4306","Pferdeschwanz","1102075","","346","20191015035222"
"4307","Schauplatz","1102099","","512","20191001090903"
"4308","Salomo","1102308","","1544","20200616211606"
"4309","Blumenhändler","1102422","","485","20200613091112"
"4310","Märtyrer","1102618","","480","20200201235724"
"4311","Gnadenstoß","1102623","","443","20200326120511"
"4312","Philanthrop","1102625","","372","20191015035254"
"4313","Menschenfreund","1102626","","744","20191006091934"
"4314","Diskurs","1102675","","289","20191015035301"
"4315","Stammbaum","1102688","","839","20191015035302"
"4316","Düker","1102765","","624","20200625140028"
"4317","Kontrapunkt","1102859","","479","20191006091943"
"4318","Vortag","1102895","","288","20191015035315"
"4319","Arbeitsmarkt","1102901","","311","20191015035318"
"4320","Gefrierschrank","1103297","","407","20191015035328"
"4321","Angreifer","1103456","","351","20191214225718"
"4322","Köhler","1103514","","441","20191012111917"
"4323","Waran","1103766","","251","20191005062245"
"4324","Heuchler","1103858","","602","20200526204834"
"4325","Landwirt","1103951","","931","20191015035409"
"4326","Stammtisch","1103956","","855","20200610025104"
"4327","Kühler","1103986","","371","20191006092154"
"4328","Fischadler","1104021","","243","20191015035421"
"4329","Jockey","1104043","","409","20191006092202"
"4330","Scheideweg","1104099","","538","20191015035429"
"4331","Beichtvater","1104103","","484","20191015035430"
"4332","Handstand","1104259","","372","20191015035436"
"4333","Sprechgesang","1104297","","700","20191125155344"
"4334","Fötus","1104980","","291","20191015035507"
"4335","Tschechoslowake","1104998","","168","20170616152814"
"4336","Monarchist","1105025","","407","20200708203936"
"4337","Nationalist","1105026","","390","20191015035514"
"4338","Teilchenbeschleuniger","1105030","","379","20191015035514"
"4339","Kühlmittelverluststörfall","1105037","","232","20170616152815"
"4340","Abschied","1105075","","508","20200407115138"
"4341","Impuls","1105331","","769","20191015044807"
"4342","Feuerlöscher","1105359","","505","20191015035527"
"4343","Tschick","1105381","","777","20190929122058"
"4344","Klarinettist","1105423","","400","20191015035530"
"4345","Ohrensessel","1105841","","319","20200620161540"
"4346","Meteorologe","1106350","","403","20191015044825"
"4347","Jodler","1106725","","202","20190920162644"
"4348","Salpeter","1107098","","447","20191015035542"
"4349","Hintergrund","1107303","","259","20191015035550"
"4350","Kriegstreiber","1107339","","310","20191231143703"
"4351","Zweisitzer","1107381","","776","20191015044845"
"4352","Fischermarder","1108364","","165","20170525150549"
"4353","Steinmarder","1108369","","342","20200401132610"
"4354","Abschwung","1109466","","409","20191006092651"
"4355","Paradiesapfel","1109855","","551","20191218181619"
"4356","Kinderwagen","1109889","","765","20200614062721"
"4357","Ott","1110207","","581","20200228050551"
"4358","Elternteil","1111212","","341","20191005225209"
"4359","Stiefsohn","1111214","","929","20191015035709"
"4360","Schmelztiegel","1111335","","262","20200101082249"
"4361","Tiegel","1111336","","527","20200101172824"
"4362","Dermatologe","1111637","","583","20191015035723"
"4363","Hunne","1112061","","384","20191015045014"
"4364","Asiate","1112076","","468","20200118190740"
"4365","Toter","1112090","","320","20191015035740"
"4366","Epilog","1112226","","305","20190920164038"
"4367","Dativ","1112487","","461","20200107155709"
"4368","Wemfall","1112488","","442","20191015035755"
"4369","Schreiner","1112585","","662","20191015035807"
"4370","Tischler","1112586","","674","20200504123122"
"4371","Schrein","1112592","","984","20200101084901"
"4372","Bandscheibenvorfall","1112658","","260","20191015035813"
"4373","Knochenschwund","1112664","","250","20190920164200"
"4374","Schurkenstaat","1112672","","318","20191015035815"
"4375","Torhüter","1112692","","365","20191015035820"
"4376","Freudentaumel","1112693","","287","20191104145714"
"4377","Killer","1112694","","972","20191015045058"
"4378","Hautarzt","1112768","","561","20191015035829"
"4379","Jahrestag","1112863","","427","20191015035839"
"4380","Seemann","1112946","","1349","20200428024426"
"4381","Lakai","1112963","","274","20180208235109"
"4382","Fensterladen","1113809","","411","20191015035900"
"4383","Kolumnist","1113849","","387","20191015045146"
"4384","Internierter","1114418","","406","20190513034627"
"4385","Laie","1114769","","2022","20191001111957"
"4386","Reißnagel","1114787","","429","20191015035922"
"4387","Hausarzt","1115320","","546","20191015035931"
"4388","Jugendlicher","1115353","","803","20191006093528"
"4389","Nachzügler","1115640","","250","20200401080318"
"4390","Placeboeffekt","1115644","","285","20191015035948"
"4391","Geisterfahrer","1116037","","1767","20191015035959"
"4392","Hinweis","1116276","","598","20191204194919"
"4393","Thermostat","1116308","","538","20191125153028"
"4394","Häftling","1116493","","335","20191015040014"
"4395","Strafzettel","1116687","","501","20200108003533"
"4396","Chronist","1117707","","343","20191015040056"
"4397","Eiskunstläufer","1117968","","375","20191015040102"
"4398","Eisschnelllauf","1117969","","363","20191015040103"
"4399","Eisschnellläufer","1117970","","363","20191015040104"
"4400","Anbau","1117983","","424","20191006094726"
"4401","Wohnwagen","1118624","","428","20200129014651"
"4402","Zugvogel","1118713","","312","20190825200031"
"4403","Elektronikschrott","1118773","","221","20180625005617"
"4404","Lebenszyklus","1118775","","403","20200606103502"
"4405","Zyklus","1118776","","386","20191109164429"
"4406","Schlusspfiff","1120096","","386","20191015040145"
"4407","Abpfiff","1120097","","415","20191006095022"
"4408","Anpfiff","1120100","","400","20191020174805"
"4409","Sturmvogel","1120500","","528","20200111162947"
"4410","Hofnarr","1120624","","269","20191015040159"
"4411","Ratifikationsprozess","1120800","","194","20190318174321"
"4412","Traumurlaub","1120811","","351","20191015045643"
"4413","Verstärker","1120882","","307","20200125213934"
"4414","Kahlschlag","1120887","","196","20191015040212"
"4415","Advocatus_Diaboli","1120923","","189","20191015040213"
"4416","Stausee","1122008","","215","20191015040240"
"4417","Jahrmarkt","1122507","","948","20200422112107"
"4418","Wohlstand","1122917","","250","20200101232812"
"4419","Türklopfer","1122921","","179","20191015040251"
"4420","Gegensatz","1122924","","436","20191015040253"
"4421","Zusammenhang","1122940","","800","20191015040301"
"4422","Antrieb","1123070","","299","20191015040316"
"4423","Strafstoß","1123365","","346","20191015040321"
"4424","Elfmeter","1123367","","466","20191015040321"
"4425","Strafraum","1123371","","286","20191015040324"
"4426","Torschütze","1123379","","390","20191015040325"
"4427","Hieronymus","1123559","","1279","20200513182916"
"4428","Monopolist","1124577","","270","20190921023244"
"4429","Unterstrich","1124602","","240","20190921023247"
"4430","Rotlichtbezirk","1124605","","231","20170515023124"
"4431","Zehenring","1124754","","187","20200102001539"
"4432","Märzenbecher","1125027","","349","20200503022058"
"4433","Ankerplatz","1125313","","372","20191015040449"
"4434","Notar","1125641","","214","20191015040459"
"4435","Kolumbianer","1125721","","301","20191015040502"
"4436","Außenseiter","1126206","","937","20191015040508"
"4437","Notenwert","1126636","","487","20191125154823"
"4438","Nischenmarkt","1126645","","258","20190528221637"
"4439","Waldmeister","1126730","","370","20200124204508"
"4440","Kaventsmann","1126745","","280","20191015040524"
"4441","Verführer","1126936","","430","20190930073758"
"4442","Seefahrer","1126937","","168","20200101095526"
"4443","Pfirsichbaum","1126941","","431","20200708184526"
"4444","Pflaumenbaum","1126957","","639","20200404074457"
"4445","Fiesling","1127048","","249","20191015040536"
"4446","Fakir","1127083","","253","20191015040536"
"4447","Wellensittich","1127084","","419","20191015040537"
"4448","Widerruf","1127512","","272","20191015040547"
"4449","Mainstream","1127519","","232","20191231184543"
"4450","Hoffnungsträger","1127534","","590","20191104162740"
"4451","Generalissimus","1127967","","168","20170616152901"
"4452","Auslöser","1128874","","569","20200127163757"
"4453","Abzug","1128885","","530","20200708120205"
"4454","Zapfhahn","1128896","","370","20200322151349"
"4455","Untertan","1129306","","936","20200604224404"
"4456","Organisator","1129333","","261","20191015045949"
"4457","Biosprit","1129338","","225","20191015040640"
"4458","Biokraftstoff","1129339","","332","20191015040641"
"4459","Kartograf","1129803","","500","20191015045953"
"4460","Kartograph","1129804","","286","20191014045257"
"4461","Stadtplan","1129809","","481","20200710094050"
"4462","Fußabdruck","1130577","","614","20191024095331"
"4463","Rundblick","1130599","","291","20191015040729"
